LanePointX,LanePointY
-1.246248,3.300000
-1.046158,3.300000
-0.845271,3.300000
-0.645314,3.300000
-0.446058,3.300000
-0.245958,3.300000
-0.045963,3.300000
0.153550,3.300000
0.353803,3.300000
0.553736,3.300000
0.753430,3.300000
0.954951,3.300000
1.154922,3.300000
1.353310,3.300000
1.553902,3.300000
1.753873,3.300000
1.953648,3.300000
2.153820,3.300000
2.353758,3.300000
2.553905,3.300000
2.753729,3.300000
2.953519,3.300000
3.152841,3.300000
3.352760,3.300000
3.553642,3.300000
3.752951,3.300000
3.953289,3.300000
4.154509,3.300000
4.354504,3.300000
4.552645,3.300000
4.753655,3.300000
4.953216,3.300000
5.153135,3.300000
5.354003,3.300000
5.553264,3.300000
5.752825,3.300000
5.953597,3.300000
6.153568,3.300000
6.353616,3.300000
6.552595,3.300000
6.754426,3.300000
6.953610,3.300000
7.153610,3.300000
7.354225,3.300000
7.553533,3.300000
7.753276,3.300000
7.953700,3.300000
8.153728,3.300000
8.352670,3.300000
8.552693,3.300000
8.753570,3.300000
8.953394,3.300000
9.153718,3.300000
9.353641,3.300000
9.553675,3.300000
9.753198,3.300000
9.953593,3.300000
10.153493,3.300000
10.353292,3.300000
10.553450,3.300000
10.753402,3.300000
10.952896,3.300000
11.153687,3.300000
11.353048,3.300000
11.553015,3.300000
11.753410,3.300000
11.953405,3.300000
12.153415,3.300000
12.354249,3.300000
12.554211,3.300000
12.754191,3.300000
12.953366,3.300000
13.153328,3.300000
13.353399,3.300000
13.553347,3.300000
13.753175,3.300000
13.953275,3.300000
14.152521,3.300000
14.353298,3.300000
14.553198,3.300000
14.752840,3.300000
14.953274,3.300000
15.153212,3.300000
15.353216,3.300000
15.553273,3.300000
15.752396,3.300000
15.952400,3.300000
16.152691,3.300000
16.353196,3.300000
16.553239,3.300000
16.753172,3.300000
16.953143,3.300000
17.153186,3.300000
17.353014,3.300000
17.553467,3.300000
17.753481,3.300000
17.952327,3.300000
18.153128,3.300000
18.353261,3.300000
18.553246,3.300000
18.753299,3.300000
18.953303,3.300000
19.153274,3.300000
19.352721,3.300000
19.553012,3.300000
19.753164,3.300000
19.952616,3.300000
20.153169,3.300000
20.353073,3.300000
20.552462,3.300000
20.752996,3.300000
20.952996,3.300000
21.152023,3.300000
21.353034,3.300000
21.553091,3.300000
21.752952,3.300000
21.953243,3.300000
22.153191,3.300000
22.353152,3.300000
22.552580,3.300000
22.752923,3.300000
22.952904,3.300000
23.152427,3.300000
23.352899,3.300000
23.552884,3.300000
23.752579,3.300000
23.952888,3.300000
24.152860,3.300000
24.352502,3.300000
24.553398,3.300000
24.753422,3.300000
24.953402,3.300000
25.152048,3.300000
25.352801,3.300000
25.552787,3.300000
25.752510,3.300000
25.952796,3.300000
26.152772,3.300000
26.352805,3.300000
26.552743,3.300000
26.752743,3.300000
26.951732,3.300000
27.151951,3.300000
27.352346,3.300000
27.551855,3.300000
27.752017,3.300000
27.952908,3.300000
28.152894,3.300000
28.352469,3.300000
28.552770,3.300000
28.752421,3.300000
28.952736,3.300000
29.152678,3.300000
29.352325,3.300000
29.552106,3.300000
29.753193,3.300000
29.951948,3.300000
30.151905,3.300000
30.352301,3.300000
30.552281,3.300000
30.751771,3.300000
30.952734,3.300000
31.152314,3.300000
31.352271,3.300000
31.552256,3.300000
31.752209,3.300000
31.952237,3.300000
32.152232,3.300000
32.352280,3.300000
32.552232,3.300000
32.752189,3.300000
32.952174,3.300000
33.152098,3.300000
33.352331,3.300000
33.551768,3.300000
33.752140,3.300000
33.951715,3.300000
34.152244,3.300000
34.351653,3.300000
34.552120,3.300000
34.751972,3.300000
34.952525,3.300000
35.152148,3.300000
35.351581,3.300000
35.552410,3.300000
35.752090,3.300000
35.952066,3.300000
36.151656,3.300000
36.352171,3.300000
36.551727,3.300000
36.752514,3.300000
36.952099,3.300000
37.151736,3.300000
37.352027,3.300000
37.552890,3.300000
37.751988,3.300000
37.951964,3.300000
38.151912,3.300000
38.351921,3.300000
38.551949,3.300000
38.752335,3.300000
38.952383,3.300000
39.151830,3.300000
39.352850,3.300000
39.551929,3.300000
39.751767,3.300000
39.951638,3.300000
40.151934,3.300000
40.351676,3.300000
40.552185,3.300037
40.752673,3.300093
40.953349,3.300152
41.154070,3.300201
41.354873,3.300229
41.555649,3.300227
41.756493,3.300189
41.957521,3.300108
42.158476,3.299980
42.358983,3.299802
42.560778,3.299606
42.762294,3.299373
42.963188,3.299086
43.165302,3.298729
43.367616,3.298289
43.568538,3.297763
43.770872,3.297135
43.972337,3.296405
44.174806,3.295563
44.377691,3.294605
44.579998,3.293570
44.781616,3.292438
44.984320,3.291182
45.187104,3.289794
45.389875,3.288260
45.592807,3.286572
45.796132,3.284718
45.997817,3.282712
46.201812,3.280511
46.404723,3.278143
46.608060,3.275627
46.811600,3.272944
47.016104,3.270065
47.219852,3.266998
47.423715,3.263721
47.626765,3.260240
47.830667,3.256519
48.034705,3.252563
48.238512,3.248374
48.442919,3.243932
48.647195,3.239284
